,Nom,Type,Pop21,Pop16,Km2,accroissement_population,Population_Cat21,Population_Cat16
247,Saint-Gabriel-de-Rimouski,MÉ,1177.0,1167.0,126.98,0.856898029134533,1000 à 2499,1000 à 2499
248,Sainte-Angèle-de-Mérici,MÉ,989.0,953.0,107.78,3.777544596012592,Moins de 1000,Moins de 1000
249,Sainte-Luce,MÉ,2845.0,2801.0,72.59,1.5708675473045342,2500 à 4999,2500 à 4999
250,Frampton 3,MÉ,1309.0,1297.0,151.27,0.9252120277563608,1000 à 2499,1000 à 2499
251,Saint-Bernard,MÉ,2535.0,2321.0,90.1,9.22016372253339,2500 à 4999,2500 à 4999
252,Saint-Elzéar,MÉ,2623.0,2400.0,87.07,9.291666666666666,2500 à 4999,2500 à 4999
253,Saint-Isidore,MÉ,3286.0,2880.0,102.61,14.097222222222221,2500 à 4999,2500 à 4999
254,Saint-Lambert-de-Lauzon,MÉ,6817.0,6647.0,106.76,2.557544757033248,5000 à 9999,5000 à 9999
255,Scott,MÉ,2566.0,2352.0,31.29,9.098639455782314,2500 à 4999,2500 à 4999
256,Vallée-Jonction 5,MÉ,1864.0,1875.0,25.45,-0.5866666666666667,1000 à 2499,1000 à 2499
257,Saint-Hippolyte,MÉ,10669.0,9113.0,119.5,17.07450894326786,plus de 10000,plus de 10000
258,Sainte-Sophie,MÉ,18080.0,15690.0,111.2,15.232632249840663,plus de 10000,
259,La Bostonnais,MÉ,556.0,635.0,284.32,-12.440944881889763,Moins de 1000,Moins de 1000
260,Lac-Édouard,MÉ,220.0,191.0,898.32,15.18324607329843,Moins de 1000,Moins de 1000
261,Belcourt,MÉ,219.0,225.0,409.74,-2.6666666666666665,Moins de 1000,Moins de 1000
262,Rivière-Héva,MÉ,1495.0,1419.0,423.27,5.355884425651867,1000 à 2499,1000 à 2499
263,Blue Sea,MÉ,696.0,639.0,72.97,8.92018779342723,Moins de 1000,Moins de 1000
264,Bois-Franc,MÉ,411.0,421.0,71.56,-2.375296912114014,Moins de 1000,Moins de 1000
265,Bouchette,MÉ,695.0,731.0,122.09,-4.924760601915184,Moins de 1000,Moins de 1000
266,Cayamant,MÉ,895.0,821.0,382.49,9.013398294762485,Moins de 1000,Moins de 1000
267,Denholm,MÉ,546.0,505.0,177.33,8.118811881188119,Moins de 1000,Moins de 1000
268,Déléage,MÉ,1916.0,1852.0,248.26,3.4557235421166306,1000 à 2499,1000 à 2499
269,Egan-Sud,MÉ,508.0,504.0,49.82,0.7936507936507936,Moins de 1000,Moins de 1000
270,Grand-Remous,MÉ,1159.0,1161.0,351.63,-0.17226528854435832,1000 à 2499,1000 à 2499
271,Kazabazua,MÉ,1037.0,945.0,172.91,9.735449735449736,1000 à 2499,1000 à 2499
272,Lac-Sainte-Marie,MÉ,677.0,566.0,205.71,19.6113074204947,Moins de 1000,Moins de 1000
273,Messines,MÉ,1655.0,1609.0,110.11,2.8589185829707895,1000 à 2499,1000 à 2499
274,Montcerf-Lytton,MÉ,653.0,636.0,354.64,2.6729559748427674,Moins de 1000,Moins de 1000
275,Sainte-Thérèse-de-la-Gatineau,MÉ,588.0,520.0,60.68,13.076923076923077,Moins de 1000,Moins de 1000
276,McMasterville,MÉ,5936.0,5698.0,3.12,4.176904176904177,5000 à 9999,5000 à 9999
277,Saint-Antoine-sur-Richelieu,MÉ,1738.0,1694.0,65.67,2.5974025974025974,1000 à 2499,1000 à 2499
278,Saint-Charles-sur-Richelieu,MÉ,1735.0,1717.0,64.91,1.04834012813046,1000 à 2499,1000 à 2499
279,Saint-Denis-sur-Richelieu,MÉ,2339.0,2308.0,84.64,1.34315424610052,1000 à 2499,1000 à 2499
280,Saint-Jean-Baptiste,MÉ,3179.0,3107.0,72.36,2.3173479240424846,2500 à 4999,2500 à 4999
281,Saint-Marc-sur-Richelieu,MÉ,2245.0,2172.0,60.92,3.3609576427255985,1000 à 2499,1000 à 2499
282,Saint-Mathieu-de-Beloeil,MÉ,2952.0,2619.0,39.39,12.714776632302405,2500 à 4999,2500 à 4999
283,Hébertville 3,MÉ,2500.0,2542.0,260.74,-1.6522423288749017,2500 à 4999,2500 à 4999
284,Labrecque,MÉ,1328.0,1321.0,152.67,0.5299015897047691,1000 à 2499,1000 à 2499
285,Lamarche,MÉ,476.0,514.0,81.45,-7.392996108949417,Moins de 1000,Moins de 1000
286,Saint-Bruno,MÉ,2902.0,2801.0,77.86,3.605855051767226,2500 à 4999,2500 à 4999
287,Saint-Gédéon,MÉ,2177.0,2085.0,63.38,4.4124700239808154,1000 à 2499,1000 à 2499
288,Saint-Henri-de-Taillon 5,MÉ,803.0,826.0,61.74,-2.7845036319612593,Moins de 1000,Moins de 1000
289,Saint-Ludger-de-Milot,MÉ,637.0,651.0,107.46,-2.150537634408602,Moins de 1000,Moins de 1000
290,Saint-Nazaire,MÉ,2029.0,2073.0,144.76,-2.122527737578389,1000 à 2499,1000 à 2499
291,Sainte-Monique,MÉ,858.0,846.0,152.53,1.4184397163120568,Moins de 1000,Moins de 1000
292,Chambord,MÉ,1748.0,1765.0,120.85,-0.9631728045325779,1000 à 2499,1000 à 2499
293,Lac-Bouchette,MÉ,1183.0,1196.0,904.26,-1.0869565217391304,1000 à 2499,1000 à 2499
294,Saint-François-de-Sales,MÉ,643.0,616.0,197.2,4.383116883116883,Moins de 1000,Moins de 1000
295,Saint-Prime,MÉ,2760.0,2753.0,147.16,0.25426807119505995,2500 à 4999,2500 à 4999
296,Sainte-Hedwidge,MÉ,870.0,846.0,461.67,2.8368794326241136,Moins de 1000,Moins de 1000
297,Audet,MÉ,708.0,734.0,134.95,-3.542234332425068,Moins de 1000,Moins de 1000
298,Courcelles,MÉ,814.0,823.0,90.34,-1.0935601458080195,Moins de 1000,Moins de 1000
299,Frontenac,MÉ,1811.0,1734.0,223.6,4.440599769319492,1000 à 2499,1000 à 2499
300,Lac-Drolet,MÉ,1067.0,1021.0,124.3,4.505386875612145,1000 à 2499,1000 à 2499
301,Lambton,MÉ,1630.0,1617.0,108.45,0.8039579468150897,1000 à 2499,1000 à 2499
302,Milan,MÉ,318.0,299.0,129.44,6.354515050167224,Moins de 1000,Moins de 1000
303,Nantes,MÉ,1388.0,1377.0,119.16,0.7988380537400145,1000 à 2499,1000 à 2499
304,Notre-Dame-des-Bois,MÉ,1028.0,938.0,192.51,9.594882729211088,1000 à 2499,1000 à 2499
305,Piopolis,MÉ,398.0,358.0,103.38,11.1731843575419,Moins de 1000,Moins de 1000
306,Saint-Ludger,MÉ,1074.0,1071.0,127.58,0.2801120448179272,1000 à 2499,1000 à 2499
307,Saint-Robert-Bellarmin,MÉ,529.0,575.0,236.33,-8.0,Moins de 1000,Moins de 1000
308,Saint-Romain,MÉ,711.0,691.0,112.12,2.894356005788712,Moins de 1000,Moins de 1000
309,Saint-Sébastien,MÉ,674.0,657.0,91.95,2.5875190258751903,Moins de 1000,Moins de 1000
310,Sainte-Cécile-de-Whitton,MÉ,853.0,863.0,146.46,-1.1587485515643106,Moins de 1000,Moins de 1000
311,Stornoway,MÉ,535.0,530.0,180.15,0.9433962264150944,Moins de 1000,Moins de 1000
312,Val-Racine,MÉ,183.0,178.0,116.06,2.808988764044944,Moins de 1000,Moins de 1000
313,Henryville,MÉ,1497.0,1406.0,64.82,6.472261735419631,1000 à 2499,1000 à 2499
314,Lacolle,MÉ,2708.0,2596.0,49.41,4.314329738058552,2500 à 4999,2500 à 4999
315,Mont-Saint-Grégoire,MÉ,3136.0,3077.0,79.83,1.9174520636984076,2500 à 4999,2500 à 4999
316,Noyan,MÉ,1418.0,1392.0,44.28,1.867816091954023,1000 à 2499,1000 à 2499
317,Saint-Alexandre,MÉ,2678.0,2469.0,76.27,8.464965573106522,2500 à 4999,2500 à 4999
318,Saint-Blaise-sur-Richelieu,MÉ,2092.0,2066.0,69.54,1.2584704743465633,1000 à 2499,1000 à 2499
319,Saint-Georges-de-Clarenceville,MÉ,1154.0,1103.0,63.06,4.623753399818677,1000 à 2499,1000 à 2499
320,Saint-Paul-de-l'Île-aux-Noix,MÉ,2141.0,1980.0,29.85,8.131313131313131,1000 à 2499,1000 à 2499
321,Saint-Sébastien,MÉ,692.0,718.0,63.29,-3.6211699164345403,Moins de 1000,Moins de 1000
322,Saint-Valentin,MÉ,418.0,447.0,39.27,-6.487695749440716,Moins de 1000,Moins de 1000
323,Sainte-Brigide-d'Iberville,MÉ,1428.0,1402.0,70.52,1.854493580599144,1000 à 2499,1000 à 2499
324,Venise-en-Québec,MÉ,1899.0,1634.0,13.13,16.217870257037944,1000 à 2499,1000 à 2499
325,Ascot Corner,MÉ,3368.0,3158.0,81.64,6.649778340721976,2500 à 4999,2500 à 4999
326,Bury,MÉ,1252.0,1174.0,234.13,6.6439522998296425,1000 à 2499,1000 à 2499
327,Chartierville,MÉ,319.0,276.0,141.94,15.579710144927537,Moins de 1000,Moins de 1000
328,Dudswell,MÉ,1755.0,1727.0,218.01,1.6213086276780544,1000 à 2499,1000 à 2499
329,La Patrie,MÉ,805.0,768.0,204.61,4.817708333333333,Moins de 1000,Moins de 1000
330,Newport,MÉ,698.0,733.0,270.63,-4.774897680763984,Moins de 1000,Moins de 1000
331,Saint-Isidore-de-Clifton,MÉ,673.0,695.0,176.94,-3.1654676258992804,Moins de 1000,Moins de 1000
332,Weedon,MÉ,2667.0,2670.0,215.95,-0.11235955056179775,2500 à 4999,2500 à 4999
333,Elgin,MÉ,389.0,394.0,69.35,-1.2690355329949239,Moins de 1000,Moins de 1000
334,Franklin,MÉ,1635.0,1636.0,112.33,-0.061124694376528114,1000 à 2499,1000 à 2499
335,Hinchinbrooke,MÉ,2187.0,2103.0,148.36,3.9942938659058487,1000 à 2499,1000 à 2499
336,Howick,MÉ,850.0,778.0,0.96,9.254498714652957,Moins de 1000,Moins de 1000
337,Ormstown,MÉ,3917.0,3595.0,142.24,8.956884561891515,2500 à 4999,2500 à 4999
338,Saint-Anicet,MÉ,2754.0,2626.0,135.03,4.874333587204874,2500 à 4999,2500 à 4999
339,Saint-Chrysostome,MÉ,2582.0,2645.0,100.2,-2.381852551984877,2500 à 4999,2500 à 4999
340,Sainte-Barbe,MÉ,1609.0,1324.0,40.14,21.525679758308158,1000 à 2499,1000 à 2499
341,Port-Daniel--Gascons,MÉ,2271.0,2210.0,300.29,2.760180995475113,1000 à 2499,1000 à 2499
342,Sainte-Thérèse-de-Gaspé,MÉ,979.0,1015.0,34.45,-3.5467980295566504,Moins de 1000,Moins de 1000
343,Bégin,MÉ,851.0,818.0,189.67,4.034229828850855,Moins de 1000,Moins de 1000
344,Ferland-et-Boilleau,MÉ,632.0,540.0,383.09,17.037037037037038,Moins de 1000,Moins de 1000
345,L'Anse-Saint-Jean,MÉ,1301.0,1201.0,501.79,8.32639467110741,1000 à 2499,1000 à 2499
346,Larouche,MÉ,1601.0,1486.0,84.71,7.738896366083446,1000 à 2499,1000 à 2499
347,Petit-Saguenay,MÉ,600.0,634.0,329.63,-5.3627760252365935,Moins de 1000,Moins de 1000
348,Rivière-Éternité,MÉ,414.0,413.0,473.17,0.24213075060532688,Moins de 1000,Moins de 1000
349,Saint-Ambroise,MÉ,3883.0,3781.0,149.37,2.697699021422904,2500 à 4999,2500 à 4999
350,Saint-Charles-de-Bourget,MÉ,784.0,736.0,62.13,6.521739130434782,Moins de 1000,Moins de 1000
351,Saint-David-de-Falardeau,MÉ,2996.0,2768.0,398.25,8.236994219653178,2500 à 4999,2500 à 4999
352,Saint-Fulgence,MÉ,2061.0,2071.0,351.91,-0.48285852245292127,1000 à 2499,1000 à 2499
353,Saint-Félix-d'Otis,MÉ,1109.0,956.0,233.16,16.00418410041841,1000 à 2499,1000 à 2499
354,Bonsecours,MÉ,650.0,608.0,60.36,6.907894736842105,Moins de 1000,Moins de 1000
355,Maricourt,MÉ,456.0,416.0,61.1,9.615384615384615,Moins de 1000,Moins de 1000
356,Racine,MÉ,1340.0,1323.0,105.63,1.2849584278155706,1000 à 2499,1000 à 2499
357,Saint-Claude,MÉ,1141.0,1185.0,118.85,-3.7130801687763713,1000 à 2499,1000 à 2499
358,Saint-Denis-de-Brompton,MÉ,4594.0,4054.0,70.29,13.320177602368032,2500 à 4999,2500 à 4999
359,Saint-François-Xavier-de-Brompton,MÉ,2469.0,2273.0,97.71,8.6229652441707,1000 à 2499,1000 à 2499
360,Sainte-Anne-de-la-Rochelle,MÉ,625.0,598.0,61.86,4.51505016722408,Moins de 1000,Moins de 1000
361,Stoke,MÉ,3014.0,2955.0,255.12,1.996615905245347,2500 à 4999,2500 à 4999
362,Ulverton,MÉ,433.0,418.0,51.27,3.588516746411483,Moins de 1000,Moins de 1000
363,Val-Joli,MÉ,1671.0,1619.0,91.69,3.211859172328598,1000 à 2499,1000 à 2499
364,Adstock,MÉ,2903.0,2806.0,290.03,3.4568781183178903,2500 à 4999,2500 à 4999
365,Beaulac-Garthby,MÉ,931.0,905.0,75.96,2.8729281767955803,Moins de 1000,Moins de 1000
366,East Broughton,MÉ,2248.0,2199.0,8.86,2.228285584356526,1000 à 2499,1000 à 2499
367,Irlande,MÉ,897.0,884.0,109.85,1.4705882352941178,Moins de 1000,Moins de 1000
368,Kinnear's Mills,MÉ,397.0,350.0,93.66,13.428571428571429,Moins de 1000,Moins de 1000
369,Saint-Adrien-d'Irlande,MÉ,395.0,399.0,53.18,-1.0025062656641603,Moins de 1000,Moins de 1000
370,Saint-Fortunat,MÉ,255.0,263.0,76.09,-3.041825095057034,Moins de 1000,Moins de 1000
371,Saint-Jacques-de-Leeds,MÉ,711.0,685.0,80.56,3.795620437956204,Moins de 1000,Moins de 1000
372,Saint-Jean-de-Brébeuf,MÉ,351.0,372.0,79.15,-5.645161290322581,Moins de 1000,Moins de 1000
373,Saint-Joseph-de-Coleraine,MÉ,1820.0,1762.0,126.76,3.2917139614074915,1000 à 2499,1000 à 2499
374,Saint-Julien,MÉ,378.0,376.0,81.7,0.5319148936170213,Moins de 1000,Moins de 1000
375,Saint-Pierre-de-Broughton,MÉ,889.0,898.0,150.56,-1.0022271714922049,Moins de 1000,Moins de 1000
376,Sainte-Clotilde-de-Beauce,MÉ,569.0,549.0,60.55,3.6429872495446265,Moins de 1000,Moins de 1000
377,Notre-Dame-des-Neiges,MÉ,1194.0,1085.0,94.44,10.046082949308756,1000 à 2499,1000 à 2499
378,Saint-Clément,MÉ,479.0,460.0,86.72,4.130434782608695,Moins de 1000,Moins de 1000
379,Saint-Guy,MÉ,76.0,54.0,139.54,40.74074074074074,Moins de 1000,Moins de 1000
380,Saint-Jean-de-Dieu,MÉ,1651.0,1596.0,152.04,3.4461152882205512,1000 à 2499,1000 à 2499
381,Saint-Mathieu-de-Rioux,MÉ,691.0,639.0,107.27,8.137715179968701,Moins de 1000,Moins de 1000
382,Saint-Médard,MÉ,216.0,209.0,75.28,3.349282296650718,Moins de 1000,Moins de 1000
383,Saint-Simon-de-Rimouski,MÉ,455.0,426.0,74.84,6.807511737089202,Moins de 1000,Moins de 1000
384,Sainte-Rita,MÉ,303.0,307.0,129.52,-1.3029315960912051,Moins de 1000,Moins de 1000
385,Cantley,MÉ,11449.0,10699.0,126.12,7.010000934666791,plus de 10000,plus de 10000
386,Chelsea,MÉ,8000.0,6909.0,112.65,15.790997249963816,5000 à 9999,5000 à 9999
387,L'Ange-Gardien,MÉ,6102.0,5464.0,216.05,11.676427525622255,5000 à 9999,5000 à 9999
388,La Pêche,MÉ,8636.0,7863.0,577.18,9.830853363856034,5000 à 9999,5000 à 9999
389,Notre-Dame-de-la-Salette,MÉ,841.0,727.0,113.33,15.680880330123797,Moins de 1000,Moins de 1000
390,Pontiac,MÉ,6142.0,5850.0,445.27,4.9914529914529915,5000 à 9999,5000 à 9999
391,Val-des-Monts,MÉ,13328.0,11582.0,434.77,15.07511656017959,plus de 10000,plus de 10000
392,Lac-Etchemin,MÉ,4028.0,3822.0,157.22,5.389848246991104,2500 à 4999,2500 à 4999
393,Saint-Benjamin,MÉ,1090.0,987.0,111.53,10.435663627152989,1000 à 2499,1000 à 2499
394,Saint-Louis-de-Gonzague,MÉ,390.0,374.0,118.01,4.278074866310161,Moins de 1000,Moins de 1000
395,Saint-Luc-de-Bellechasse,MÉ,449.0,438.0,161.99,2.5114155251141552,Moins de 1000,Moins de 1000
396,Saint-Magloire,MÉ,712.0,676.0,208.61,5.325443786982248,Moins de 1000,Moins de 1000
397,Saint-Prosper,MÉ,3596.0,3590.0,133.74,0.1671309192200557,2500 à 4999,2500 à 4999
398,Saint-Zacharie,MÉ,1684.0,1653.0,186.56,1.8753781004234724,1000 à 2499,1000 à 2499
399,Sainte-Aurélie,MÉ,856.0,847.0,78.25,1.062573789846517,Moins de 1000,Moins de 1000
400,Sainte-Justine,MÉ,1828.0,1820.0,126.28,0.43956043956043955,1000 à 2499,1000 à 2499
401,Sainte-Rose-de-Watford,MÉ,740.0,729.0,115.13,1.5089163237311385,Moins de 1000,Moins de 1000
402,Napierville,MÉ,4020.0,3899.0,4.5,3.1033598358553474,2500 à 4999,2500 à 4999
403,Saint-Bernard-de-Lacolle,MÉ,1542.0,1549.0,113.36,-0.45190445448676564,1000 à 2499,1000 à 2499
404,Saint-Cyprien-de-Napierville,MÉ,1735.0,1927.0,97.75,-9.963674104826154,1000 à 2499,1000 à 2499
405,Saint-Jacques-le-Mineur,MÉ,1766.0,1690.0,67.18,4.497041420118343,1000 à 2499,1000 à 2499
406,Saint-Michel,MÉ,3521.0,3186.0,59.82,10.514752040175768,2500 à 4999,2500 à 4999
407,Saint-Patrice-de-Sherrington,MÉ,1963.0,1960.0,92.55,0.15306122448979592,1000 à 2499,1000 à 2499
408,Saint-Édouard,MÉ,1365.0,1321.0,52.68,3.330809992429977,1000 à 2499,1000 à 2499
409,Sainte-Clotilde,MÉ,2646.0,1622.0,78.21,63.13193588162762,2500 à 4999,2500 à 4999
410,Huberdeau,MÉ,863.0,868.0,56.72,-0.576036866359447,Moins de 1000,Moins de 1000
411,Ivry-sur-le-Lac,MÉ,391.0,387.0,29.3,1.0335917312661498,Moins de 1000,Moins de 1000
412,La Conception,MÉ,1527.0,1337.0,127.37,14.210919970082275,1000 à 2499,1000 à 2499
413,La Minerve,MÉ,1421.0,1205.0,274.92,17.925311203319502,1000 à 2499,1000 à 2499
414,Labelle,MÉ,2765.0,2477.0,196.69,11.626968106580541,2500 à 4999,2500 à 4999
415,Lac-Supérieur,MÉ,1972.0,1888.0,365.98,4.4491525423728815,1000 à 2499,1000 à 2499
416,Lac-Tremblant-Nord,MÉ,60.0,42.0,20.62,42.857142857142854,Moins de 1000,Moins de 1000
417,Lantier,MÉ,891.0,834.0,48.19,6.83453237410072,Moins de 1000,Moins de 1000
418,Montcalm,MÉ,632.0,628.0,117.71,0.6369426751592356,Moins de 1000,Moins de 1000
419,Saint-Faustin--Lac-Carré,MÉ,3780.0,3499.0,120.21,8.030865961703343,2500 à 4999,2500 à 4999
420,Sainte-Lucie-des-Laurentides,MÉ,1445.0,1256.0,108.98,15.047770700636942,1000 à 2499,1000 à 2499
421,Val-Morin,MÉ,3123.0,2870.0,39.2,8.815331010452962,2500 à 4999,2500 à 4999
422,Val-des-Lacs,MÉ,750.0,744.0,126.7,0.8064516129032258,Moins de 1000,Moins de 1000
423,La Présentation,MÉ,2638.0,2540.0,94.39,3.858267716535433,2500 à 4999,2500 à 4999
424,Saint-Barnabé-Sud,MÉ,962.0,861.0,57.2,11.73054587688734,Moins de 1000,Moins de 1000
425,Saint-Bernard-de-Michaudville,MÉ,616.0,586.0,66.05,5.1194539249146755,Moins de 1000,Moins de 1000
426,Saint-Damase,MÉ,2447.0,2473.0,79.65,-1.0513546300040437,1000 à 2499,1000 à 2499
427,Saint-Dominique,MÉ,2741.0,2553.0,70.53,7.36388562475519,2500 à 4999,2500 à 4999
428,Saint-Hugues,MÉ,1340.0,1327.0,84.64,0.9796533534287868,1000 à 2499,1000 à 2499
429,Saint-Jude,MÉ,1326.0,1214.0,77.33,9.225700164744646,1000 à 2499,1000 à 2499
430,Saint-Liboire,MÉ,3036.0,3062.0,73.82,-0.8491182233834096,2500 à 4999,2500 à 4999
431,Saint-Louis,MÉ,740.0,712.0,47.21,3.932584269662921,Moins de 1000,Moins de 1000
432,Saint-Marcel-de-Richelieu,MÉ,507.0,497.0,51.27,2.0120724346076457,Moins de 1000,Moins de 1000
433,Saint-Simon,MÉ,1386.0,1413.0,69.05,-1.910828025477707,1000 à 2499,1000 à 2499
434,Saint-Valérien-de-Milton,MÉ,1767.0,1793.0,106.92,-1.4500836586726158,1000 à 2499,1000 à 2499
435,Sainte-Hélène-de-Bagot,MÉ,1696.0,1688.0,72.41,0.47393364928909953,1000 à 2499,1000 à 2499
436,Lac-des-Seize-Îles 5,MÉ,175.0,192.0,8.88,-8.854166666666666,Moins de 1000,Moins de 1000
437,Morin-Heights,MÉ,4678.0,4145.0,55.96,12.858866103739444,2500 à 4999,2500 à 4999
438,Piedmont,MÉ,3476.0,2950.0,24.36,17.83050847457627,2500 à 4999,2500 à 4999
439,Saint-Adolphe-d'Howard,MÉ,3824.0,3509.0,135.8,8.976916500427473,2500 à 4999,2500 à 4999
440,Wentworth-Nord 5,MÉ,1672.0,1361.0,152.87,22.850844966936076,1000 à 2499,1000 à 2499
441,Ham-Sud,MÉ,214.0,235.0,151.21,-8.936170212765957,Moins de 1000,Moins de 1000
442,Saint-Adrien,MÉ,522.0,522.0,98.52,0.0,Moins de 1000,Moins de 1000
443,Saint-Georges-de-Windsor,MÉ,958.0,958.0,127.46,0.0,Moins de 1000,Moins de 1000
444,Wotton,MÉ,1402.0,1430.0,143.15,-1.9580419580419581,1000 à 2499,1000 à 2499
445,Dosquet,MÉ,935.0,944.0,65.07,-0.9533898305084746,Moins de 1000,Moins de 1000
446,Leclercville,MÉ,491.0,473.0,136.61,3.8054968287526427,Moins de 1000,Moins de 1000
447,Lotbinière,MÉ,855.0,812.0,79.91,5.295566502463054,Moins de 1000,Moins de 1000
448,Saint-Agapit,MÉ,4526.0,4280.0,65.4,5.747663551401869,2500 à 4999,2500 à 4999
449,Saint-Antoine-de-Tilly,MÉ,1682.0,1598.0,59.95,5.256570713391739,1000 à 2499,1000 à 2499
450,Saint-Apollinaire,MÉ,7968.0,6110.0,96.83,30.409165302782323,5000 à 9999,5000 à 9999
451,Saint-Flavien,MÉ,1619.0,1618.0,66.16,0.06180469715698393,1000 à 2499,1000 à 2499
452,Saint-Gilles,MÉ,2910.0,2525.0,177.43,15.247524752475247,2500 à 4999,2500 à 4999
453,Saint-Janvier-de-Joly,MÉ,1079.0,984.0,109.88,9.654471544715447,1000 à 2499,1000 à 2499
454,Saint-Patrice-de-Beaurivage,MÉ,1109.0,1036.0,85.73,7.046332046332046,1000 à 2499,1000 à 2499
455,Saint-Sylvestre,MÉ,1019.0,1019.0,147.15,0.0,1000 à 2499,1000 à 2499
456,Sainte-Agathe-de-Lotbinière,MÉ,1049.0,1168.0,166.99,-10.188356164383562,1000 à 2499,1000 à 2499
457,Sainte-Croix,MÉ,2529.0,2516.0,69.63,0.5166931637519873,2500 à 4999,2500 à 4999
458,Val-Alain,MÉ,986.0,924.0,102.54,6.70995670995671,Moins de 1000,Moins de 1000
459,Franquelin,MÉ,285.0,313.0,436.55,-8.945686900958467,Moins de 1000,Moins de 1000
460,Calixa-Lavallée,MÉ,509.0,523.0,32.2,-2.676864244741874,Moins de 1000,Moins de 1000
461,Verchères,MÉ,5759.0,5835.0,72.63,-1.3024850042844902,5000 à 9999,5000 à 9999
462,Albanel,MÉ,2181.0,2262.0,197.45,-3.580901856763926,1000 à 2499,1000 à 2499
463,Girardville,MÉ,1018.0,988.0,124.11,3.0364372469635628,1000 à 2499,1000 à 2499
464,Notre-Dame-de-Lorette,MÉ,159.0,189.0,325.77,-15.873015873015873,Moins de 1000,Moins de 1000
465,Péribonka,MÉ,489.0,515.0,110.3,-5.048543689320389,Moins de 1000,Moins de 1000
466,Saint-Edmond-les-Plaines,MÉ,355.0,381.0,84.39,-6.824146981627297,Moins de 1000,Moins de 1000
467,Saint-Eugène-d'Argentenay,MÉ,487.0,488.0,87.05,-0.20491803278688525,Moins de 1000,Moins de 1000
468,Saint-Stanislas,MÉ,376.0,373.0,153.58,0.8042895442359249,Moins de 1000,Moins de 1000
469,Saint-Thomas-Didyme,MÉ,703.0,676.0,333.25,3.9940828402366866,Moins de 1000,Moins de 1000
470,Charette,MÉ,1034.0,953.0,41.9,8.499475341028331,1000 à 2499,1000 à 2499
471,Maskinongé,MÉ,2323.0,2319.0,73.31,0.172488141440276,1000 à 2499,1000 à 2499
472,Saint-Boniface,MÉ,5156.0,4832.0,107.42,6.7052980132450335,5000 à 9999,5000 à 9999
473,Saint-Justin,MÉ,961.0,973.0,78.96,-1.2332990750256938,Moins de 1000,Moins de 1000
474,Saint-Mathieu-du-Parc,MÉ,1482.0,1338.0,218.85,10.762331838565023,1000 à 2499,1000 à 2499
475,Saint-Paulin,MÉ,1541.0,1497.0,95.41,2.9392117568470275,1000 à 2499,1000 à 2499
476,Saint-Édouard-de-Maskinongé,MÉ,798.0,712.0,52.82,12.07865168539326,Moins de 1000,Moins de 1000
477,Saint-Élie-de-Caxton,MÉ,1934.0,1836.0,116.84,5.337690631808279,1000 à 2499,1000 à 2499
478,Sainte-Angèle-de-Prémont,MÉ,631.0,596.0,37.73,5.87248322147651,Moins de 1000,Moins de 1000
479,Sainte-Ursule,MÉ,1355.0,1330.0,67.83,1.8796992481203008,1000 à 2499,1000 à 2499
480,Yamachiche,MÉ,2813.0,2830.0,106.39,-0.6007067137809188,2500 à 4999,2500 à 4999
481,Chertsey,MÉ,5295.0,4696.0,286.05,12.755536626916525,5000 à 9999,5000 à 9999
482,Entrelacs,MÉ,1054.0,928.0,48.71,13.577586206896552,1000 à 2499,1000 à 2499
483,Notre-Dame-de-la-Merci,MÉ,1097.0,905.0,248.58,21.215469613259668,1000 à 2499,1000 à 2499
484,Rawdon,MÉ,11719.0,11057.0,185.38,5.987157456814687,plus de 10000,plus de 10000
485,Saint-Alphonse-Rodriguez,MÉ,3339.0,3162.0,97.54,5.597722960151803,2500 à 4999,2500 à 4999
486,Saint-Côme,MÉ,2583.0,2193.0,164.89,17.783857729138166,2500 à 4999,2500 à 4999
487,Saint-Donat,MÉ,4561.0,3888.0,350.17,17.309670781893004,2500 à 4999,2500 à 4999
488,Saint-Félix-de-Valois,MÉ,6975.0,6305.0,88.4,10.626486915146709,5000 à 9999,5000 à 9999
489,Saint-Jean-de-Matha,MÉ,4838.0,4450.0,109.49,8.719101123595506,2500 à 4999,2500 à 4999
490,Saint-Michel-des-Saints,MÉ,2496.0,2359.0,493.92,5.807545570156846,1000 à 2499,1000 à 2499
491,Saint-Zénon,MÉ,1317.0,1120.0,460.41,17.589285714285715,1000 à 2499,1000 à 2499
492,Sainte-Béatrix,MÉ,2170.0,1955.0,82.96,10.997442455242966,1000 à 2499,1000 à 2499
493,Sainte-Marcelline-de-Kildare,MÉ,1795.0,1594.0,34.52,12.60978670012547,1000 à 2499,1000 à 2499
494,Sainte-Émélie-de-l'Énergie,MÉ,1741.0,1567.0,150.08,11.10402042118698,1000 à 2499,1000 à 2499
495,Austin,MÉ,1748.0,1485.0,73.58,17.71043771043771,1000 à 2499,1000 à 2499
496,Bolton-Est,MÉ,1108.0,940.0,79.39,17.872340425531913,1000 à 2499,1000 à 2499
497,Eastman,MÉ,2279.0,1843.0,73.57,23.65708084644601,1000 à 2499,1000 à 2499
498,Hatley 3,MÉ,771.0,685.0,60.43,12.554744525547445,Moins de 1000,Moins de 1000
499,Ogden,MÉ,761.0,741.0,74.68,2.699055330634278,Moins de 1000,Moins de 1000
